rm00,rm01,rm02,rm03,rm04,rm05,rm06,rm07,rm08,rm09,rm10,rm11,rm12,rm13,rm14,rm15,rm16,rm17,rm18,rm19,rm20,date
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 13:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 14:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 15:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 16:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 17:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 18:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 19:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 20:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 21:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 22:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-26 23:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-27 00:00:00
1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.2916666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,2018-10-27 01:00:00
1.1883333333333332,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1883333333333332,1.705,1.1366666666666667,1.1883333333333332,1.1883333333333332,1.1883333333333332,1.1366666666666667,1.1883333333333332,1.1883333333333332,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.24,1.1366666666666667,1.1366666666666667,2018-10-27 02:00:00
1.4466666666666665,1.1366666666666667,1.1366666666666667,1.1366666666666667,1.3433333333333335,2.5833333333333335,1.1883333333333332,1.3433333333333335,1.5499999999999998,1.4466666666666665,1.1366666666666667,1.4466666666666665,1.2916666666666667,1.1366666666666667,1.1883333333333332,1.1883333333333332,1.1883333333333332,1.1366666666666667,1.395,1.1366666666666667,1.24,2018-10-27 03:00:00
